Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Tarrasque,XMM,"[""G""]","{""type"": ""monstrosity"", ""tags"": [""titan""]}","[""U""]",[25],"{""average"": 697, ""formula"": ""34d20 + 340""}","{""walk"": 60, ""burrow"": 40, ""climb"": 60}",30,11,30,3,11,11,"{""dex"": ""+9"", ""int"": ""+5"", ""wis"": ""+9"", ""cha"": ""+9""}","{""perception"": ""+9""}",19,,30,"[{""name"": ""Legendary Resistance (6/Day)"", ""entries"": [""If the tarrasque fails a saving throw, it can choose to succeed instead.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The tarrasque has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}, {""name"": ""Reflective Carapace"", ""entries"": [""If the tarrasque is targeted by a {@spell Magic Missile|XPHB} spell or a spell that requires a ranged attack roll, roll {@dice 1d6}. On a 1-5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected and reflects the spell, turning the caster into the target.""]}, {""name"": ""Siege Monster"", ""entries"": [""The tarrasque deals double damage to objects and structures.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The tarrasque makes one Bite attack and three other attacks, using Claw or Tail in any combination.""]}, {""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 19}, reach 15 ft. {@h}36 ({@damage 4d12 + 10}) Piercing damage, and the target has the {@condition Grappled|XPHB} condition (escape {@dc 20}). Until the grapple ends, the target has the {@condition Restrained|XPHB} condition and can't teleport.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 19}, reach 15 ft. {@h}28 ({@damage 4d8 + 10}) Slashing damage.""]}, {""name"": ""Tail"", ""entries"": [""{@atkr m} {@hit 19}, reach 30 ft. {@h}23 ({@damage 3d8 + 10}) Bludgeoning damage. If the target is a Huge or smaller creature, it has the {@condition Prone|XPHB} condition.""]}, {""name"": ""Thunderous Bellow {@recharge 5}"", ""entries"": [""{@actSave con} {@dc 27}, each creature and each object that isn't being worn or carried in a 150-foot {@variantrule Cone [Area of Effect]|XPHB|Cone}. {@actSaveFail} 78 ({@damage 12d12}) Thunder damage, and the target has the {@condition Deafened|XPHB} and {@condition Frightened|XPHB} conditions until the end of its next turn. {@actSaveSuccess} Half damage only.""]}]","[{""name"": ""Swallow"", ""entries"": [""{@actSave str} {@dc 27}, one Large or smaller creature {@condition Grappled|XPHB} by the tarrasque (it can have up to six creatures swallowed at a time). {@actSaveFail} The target is swallowed, and the {@condition Grappled|XPHB} condition ends. A swallowed creature has the {@condition Blinded|XPHB} and {@condition Restrained|XPHB} conditions and can't teleport, it has {@variantrule Cover|XPHB|Total Cover} against attacks and other effects outside the tarrasque, and it takes 56 ({@damage 16d6}) Acid damage at the start of each of the tarrasque's turns."", ""If the tarrasque takes 60 damage or more on a single turn from a creature inside it, the tarrasque must succeed on a {@dc 20} Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, each of which falls in a space within 10 feet of the tarrasque and has the {@condition Prone|XPHB} condition. If the tarrasque dies, any swallowed creature no longer has the {@condition Restrained|XPHB} condition and can escape from the corpse using 20 feet of movement, exiting {@condition Prone|XPHB}.""]}]",,"[{""name"": ""Onslaught"", ""entries"": [""The tarrasque moves up to half its {@variantrule Speed|XPHB}, and it makes one Claw or Tail attack.""]}, {""name"": ""World-Shaking Movement"", ""entries"": [""The tarrasque moves up to its {@variantrule Speed|XPHB}. At the end of this movement, the tarrasque creates an instantaneous shock wave in a 60-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from itself. Creatures in that area lose {@status Concentration|XPHB} and, if Medium or smaller, have the {@condition Prone|XPHB} condition. The tarrasque can't take this action again until the start of its next turn.""]}]",
Tiger,XMM,"[""L""]",beast,"[""U""]",[13],"{""average"": 30, ""formula"": ""4d10 + 8""}","{""walk"": 40}",17,16,14,3,12,8,,"{""perception"": ""+3"", ""stealth"": ""+7""}",13,,1,,"[{""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}10 ({@damage 2d6 + 3}) Slashing damage. If the target is a Large or smaller creature, it has the {@condition Prone|XPHB} condition.""]}]","[{""name"": ""Nimble Escape"", ""entries"": [""The tiger takes the {@action Disengage|XPHB} or {@action Hide|XPHB} action.""]}]",,,
Tough,XMM,"[""S"", ""M""]",humanoid,"[""N""]",[12],"{""average"": 32, ""formula"": ""5d8 + 10""}","{""walk"": 30}",15,12,14,10,10,11,,,10,"[""Common""]",1/2,"[{""name"": ""Pack Tactics"", ""entries"": [""The tough has {@variantrule Advantage|XPHB} on an attack roll against a creature if at least one of the tough's allies is within 5 feet of the creature and the ally doesn't have the {@condition Incapacitated|XPHB} condition.""]}]","[{""name"": ""Mace"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}5 ({@damage 1d6 + 2}) Bludgeoning damage.""]}, {""name"": ""Heavy Crossbow"", ""entries"": [""{@atkr r} {@hit 3}, range 100/400 ft. {@h}6 ({@damage 1d10 + 1}) Piercing damage.""]}]",,,,
Tough Boss,XMM,"[""S"", ""M""]",humanoid,"[""N""]",[16],"{""average"": 82, ""formula"": ""11d8 + 33""}","{""walk"": 30}",17,14,16,11,10,11,"{""str"": ""+5"", ""con"": ""+5"", ""cha"": ""+2""}",,10,"[""Common plus one other language""]",4,"[{""name"": ""Pack Tactics"", ""entries"": [""The tough has {@variantrule Advantage|XPHB} on an attack roll against a creature if at least one of the tough's allies is within 5 feet of the creature and the ally doesn't have the {@condition Incapacitated|XPHB} condition.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The tough makes two attacks, using Warhammer or Heavy Crossbow in any combination.""]}, {""name"": ""Warhammer"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}12 ({@damage 2d8 + 3}) Bludgeoning damage. If the target is a Large or smaller creature, the tough pushes the target up to 10 feet straight away from itself.""]}, {""name"": ""Heavy Crossbow"", ""entries"": [""{@atkr r} {@hit 4}, range 100/400 ft. {@h}13 ({@damage 2d10 + 2}) Piercing damage.""]}]",,,,
Treant,XMM,"[""H""]",plant,"[""C"", ""G""]",[16],"{""average"": 138, ""formula"": ""12d12 + 60""}","{""walk"": 30}",23,8,21,12,16,12,,,13,"[""Common"", ""Druidic"", ""Elvish"", ""Sylvan""]",9,"[{""name"": ""Siege Monster"", ""entries"": [""The treant deals double damage to objects and structures.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The treant makes two Slam attacks.""]}, {""name"": ""Slam"", ""entries"": [""{@atkr m} {@hit 10}, reach 5 ft. {@h}16 ({@damage 3d6 + 6}) Bludgeoning damage.""]}, {""name"": ""Hail of Bark"", ""entries"": [""{@atkr r} {@hit 10}, range 180 ft. {@h}28 ({@damage 4d10 + 6}) Piercing damage.""]}, {""name"": ""Animate Trees (1/Day)"", ""entries"": [""The treant magically animates up to two trees it can see within 60 feet of itself. Each tree uses the Treant stat block, except it has Intelligence and Charisma scores of 1, it can't speak, and it lacks this action. The tree takes its turn immediately after the treant on the same {@variantrule Initiative|XPHB} count, and it obeys the treant. A tree remains animate for 1 day or until it dies, the treant dies, or it is more than 120 feet from the treant. The tree then takes root if possible.""]}]",,,,
Triceratops,XMM,"[""H""]","{""type"": ""beast"", ""tags"": [""dinosaur""]}","[""U""]",[14],"{""average"": 114, ""formula"": ""12d12 + 36""}","{""walk"": 50}",22,9,17,2,11,5,,,10,,5,,"[{""name"": ""Multiattack"", ""entries"": [""The triceratops makes two Gore attacks.""]}, {""name"": ""Gore"", ""entries"": [""{@atkr m} {@hit 9}, reach 5 ft. {@h}19 ({@damage 2d12 + 6}) Piercing damage. If the target is Huge or smaller and the triceratops moved 20+ feet straight toward it immediately before the hit, the target takes an extra 9 ({@damage 2d8}) Piercing damage and has the {@condition Prone|XPHB} condition.""]}]",,,,
Troll,XMM,"[""L""]",giant,"[""C"", ""E""]",[15],"{""average"": 94, ""formula"": ""9d10 + 45""}","{""walk"": 30}",18,13,20,7,9,7,,"{""perception"": ""+5""}",15,"[""Giant""]",5,"[{""name"": ""Loathsome Limbs (4/Day)"", ""entries"": [""If the troll ends any turn {@status Bloodied|XPHB} and took 15+ Slashing damage during that turn, one of the troll's limbs is severed, falls into the troll's space, and becomes a {@creature Troll Limb|XMM}. The limb acts immediately after the troll's turn. The troll has 1 {@condition Exhaustion|XPHB} level for each missing limb, and it grows replacement limbs the next time it regains {@variantrule Hit Points|XPHB}.""]}, {""name"": ""Regeneration"", ""entries"": [""The troll regains 15 {@variantrule Hit Points|XPHB} at the start of each of its turns. If the troll takes Acid or Fire damage, this trait doesn't function on the troll's next turn. The troll dies only if it starts its turn with 0 {@variantrule Hit Points|XPHB} and doesn't regenerate.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The troll makes three Rend attacks.""]}, {""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 7}, reach 10 ft. {@h}11 ({@damage 2d6 + 4}) Slashing damage.""]}]","[{""name"": ""Charge"", ""entries"": [""The troll moves up to half its {@variantrule Speed|XPHB} straight toward an enemy it can see.""]}]",,,
Troll Limb,XMM,"[""S""]",giant,"[""C"", ""E""]",[13],"{""average"": 14, ""formula"": ""4d6""}","{""walk"": 20}",18,12,10,1,9,1,,,9,,1/2,"[{""name"": ""Regeneration"", ""entries"": [""The limb regains 5 {@variantrule Hit Points|XPHB} at the start of each of its turns. If the limb takes Acid or Fire damage, this trait doesn't function on the limb's next turn. The limb dies only if it starts its turn with 0 {@variantrule Hit Points|XPHB} and doesn't regenerate.""]}, {""name"": ""Troll Spawn"", ""entries"": [""The limb uncannily has the same senses as a whole troll. If the limb isn't destroyed within 24 hours, roll {@dice 1d12}. On a 12, the limb turns into a {@creature Troll|XMM}. Otherwise, the limb withers away.""]}]","[{""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}9 ({@damage 2d4 + 4}) Slashing damage.""]}]",,,,
Tyrannosaurus Rex,XMM,"[""H""]","{""type"": ""beast"", ""tags"": [""dinosaur""]}","[""U""]",[13],"{""average"": 136, ""formula"": ""13d12 + 52""}","{""walk"": 50}",25,10,19,2,12,9,"{""str"": ""+10"", ""wis"": ""+4""}","{""perception"": ""+4""}",14,,8,,"[{""name"": ""Multiattack"", ""entries"": [""The tyrannosaurus makes one Bite attack and one Tail attack.""]}, {""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 10}, reach 10 ft. {@h}33 ({@damage 4d12 + 7}) Piercing damage. If the target is a Large or smaller creature, it has the {@condition Grappled|XPHB} condition (escape {@dc 17}). While {@condition Grappled|XPHB}, the target has the {@condition Restrained|XPHB} condition and can't be targeted by the tyrannosaurus's Tail.""]}, {""name"": ""Tail"", ""entries"": [""{@atkr m} {@hit 10}, reach 15 ft. {@h}25 ({@damage 4d8 + 7}) Bludgeoning damage. If the target is a Huge or smaller creature, it has the {@condition Prone|XPHB} condition.""]}]",,,,
Unicorn,XMM,"[""L""]",celestial,"[""L"", ""G""]",[12],"{""average"": 97, ""formula"": ""13d10 + 26""}","{""walk"": 50}",18,14,15,11,17,16,,,13,"[""Celestial"", ""Elvish"", ""Sylvan; telepathy 120 ft.""]",5,"[{""name"": ""Legendary Resistance (3/Day)"", ""entries"": [""If the unicorn fails a saving throw, it can choose to succeed instead.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The unicorn has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The unicorn makes one Hooves attack and one Radiant Horn attack.""]}, {""name"": ""Hooves"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}11 ({@damage 2d6 + 4}) Bludgeoning damage.""]}, {""name"": ""Radiant Horn"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}9 ({@damage 1d10 + 4}) Radiant damage.""]}]",,,"[{""name"": ""Charging Horn"", ""entries"": [""The unicorn moves up to half its {@variantrule Speed|XPHB} without provoking {@action Opportunity Attack|XPHB|Opportunity Attacks}, and it makes one Radiant Horn attack.""]}, {""name"": ""Shimmering Shield"", ""entries"": [""The unicorn targets itself or one creature it can see within 60 feet of itself. The target gains 10 ({@dice 3d6}) {@variantrule Temporary Hit Points|XPHB}, and its AC increases by 2 until the end of the unicorn's next turn. The unicorn can't take this action again until the start of its next turn.""]}]","[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The unicorn casts one of the following spells, requiring no spell components and using Charisma as the spellcasting ability (spell save {@dc 14}):""], ""will"": [""{@spell Detect Evil and Good|XPHB}"", ""{@spell Druidcraft|XPHB}""], ""daily"": {""1e"": [""{@spell Calm Emotions|XPHB}"", ""{@spell Dispel Evil and Good|XPHB}"", ""{@spell Entangle|XPHB}"", ""{@spell Pass without Trace|XPHB}"", ""{@spell Word of Recall|XPHB}""]}, ""ability"": ""cha"", ""displayAs"": ""action""}, {""name"": ""Unicorn's Blessing (3/Day)"", ""type"": ""spellcasting"", ""headerEntries"": [""The unicorn touches another creature with its horn and casts {@spell Cure Wounds|XPHB} or {@spell Lesser Restoration|XPHB} on that creature, using the same spellcasting ability as Spellcasting.""], ""daily"": {""3"": [""{@spell Cure Wounds|XPHB}"", ""{@spell Lesser Restoration|XPHB}""]}, ""ability"": ""cha"", ""displayAs"": ""bonus"", ""hidden"": [""daily""]}]"
Vampire,XMM,"[""S"", ""M""]",undead,"[""L"", ""E""]",[16],"{""average"": 195, ""formula"": ""23d8 + 92""}","{""walk"": 40, ""climb"": 40}",18,18,18,17,15,18,"{""dex"": ""+9"", ""con"": ""+9"", ""wis"": ""+7"", ""cha"": ""+9""}","{""perception"": ""+7"", ""stealth"": ""+9""}",17,"[""Common plus two other languages""]","{""cr"": ""13"", ""xpLair"": 11500}","[{""name"": ""Legendary Resistance (3/Day, or 4/Day in Lair)"", ""entries"": [""If the vampire fails a saving throw, it can choose to succeed instead.""]}, {""name"": ""Misty Escape"", ""entries"": [""If the vampire drops to 0 {@variantrule Hit Points|XPHB} outside its resting place, the vampire uses Shape-Shift to become mist (no action required). If it can't use Shape-Shift, it is destroyed."", ""While it has 0 {@variantrule Hit Points|XPHB} in mist form, it can't return to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it returns to its vampire form and has the {@condition Paralyzed|XPHB} condition until it regains any {@variantrule Hit Points|XPHB}, and it regains 1 {@variantrule Hit Points|XPHB|Hit Point} after spending 1 hour there.""]}, {""name"": ""Spider Climb"", ""entries"": [""The vampire can climb difficult surfaces, including along ceilings, without needing to make an ability check.""]}, {""name"": ""Vampire Weakness"", ""entries"": [""The vampire has these weaknesses:"", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Forbiddance"", ""entries"": [""The vampire can't enter a residence without an invitation from an occupant.""]}, {""type"": ""item"", ""name"": ""Running Water"", ""entries"": [""The vampire takes 20 Acid damage if it ends its turn in running water.""]}, {""type"": ""item"", ""name"": ""Stake to the Heart"", ""entries"": [""If a weapon that deals Piercing damage is driven into the vampire's heart while the vampire has the {@condition Incapacitated|XPHB} condition in its resting place, the vampire has the {@condition Paralyzed|XPHB} condition until the weapon is removed.""]}, {""type"": ""item"", ""name"": ""Sunlight"", ""entries"": [""The vampire takes 20 Radiant damage if it starts its turn in sunlight. While in sunlight, it has {@variantrule Disadvantage|XPHB} on attack rolls and ability checks.""]}]}]}]","[{""name"": ""Multiattack (Vampire Form Only)"", ""entries"": [""The vampire makes two Grave Strike attacks and uses Bite.""]}, {""name"": ""Grave Strike (Vampire Form Only)"", ""entries"": [""{@atkr m} {@hit 9}, reach 5 ft. {@h}8 ({@damage 1d8 + 4}) Bludgeoning damage plus 7 ({@damage 2d6}) Necrotic damage. If the target is a Large or smaller creature, it has the {@condition Grappled|XPHB} condition (escape {@dc 14}) from one of two hands.""]}, {""name"": ""Bite (Bat or Vampire Form Only)"", ""entries"": [""{@actSave con} {@dc 17}, one creature within 5 feet that is willing or that has the {@condition Grappled|XPHB}, {@condition Incapacitated|XPHB}, or {@condition Restrained|XPHB} condition. {@actSaveFail} 6 ({@damage 1d4 + 4}) Piercing damage plus 13 ({@damage 3d8}) Necrotic damage. The target's {@variantrule Hit Points|XPHB|Hit Point} maximum decreases by an amount equal to the Necrotic damage taken, and the vampire regains {@variantrule Hit Points|XPHB} equal to that amount. A Humanoid reduced to 0 {@variantrule Hit Points|XPHB} by this damage and then buried rises the following sunset as a {@creature Vampire Spawn|XMM} under the vampire's control.""]}]","[{""name"": ""Shape-Shift"", ""entries"": [""If the vampire isn't in sunlight or running water, it shape-shifts into a Tiny bat ({@variantrule Speed|XPHB} 5 ft., {@variantrule Fly Speed|XPHB} 30 ft.) or a Medium cloud of mist ({@variantrule Speed|XPHB} 5 ft., {@variantrule Fly Speed|XPHB} 20 ft. [hover]), or it returns to its vampire form. Anything it is wearing transforms with it."", ""While in bat form, the vampire can't speak. Its game statistics, other than its size and {@variantrule Speed|XPHB}, are unchanged."", ""While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless and can enter an enemy's space and stop there. If air can pass through a space, the mist can do so, but it can't pass through liquid. It has {@variantrule Resistance|XPHB} to all damage, except the damage it takes from sunlight.""]}]",,"[{""name"": ""Deathless Strike"", ""entries"": [""The vampire moves up to half its {@variantrule Speed|XPHB}, and it makes one Grave Strike attack.""]}]","[{""name"": ""Charm {@recharge 5}"", ""type"": ""spellcasting"", ""headerEntries"": [""The vampire casts {@spell Charm Person|XPHB}, requiring no spell components and using Charisma as the spellcasting ability (spell save {@dc 17}), and the duration is 24 hours. The Charmed target is a willing recipient of the vampire's Bite, the damage of which doesn't end the spell. When the spell ends, the target is unaware it was Charmed by the vampire.""], ""recharge"": {""5"": [""{@spell Charm Person|XPHB}""]}, ""ability"": ""cha"", ""displayAs"": ""bonus"", ""hidden"": [""recharge""]}, {""name"": ""Beguile"", ""type"": ""spellcasting"", ""headerEntries"": [""The vampire casts {@spell Command|XPHB}, requiring no spell components and using Charisma as the spellcasting ability (spell save {@dc 17}). The vampire can't take this action again until the start of its next turn.""], ""legendary"": {""1"": [""{@spell Command|XPHB}""]}, ""ability"": ""cha"", ""displayAs"": ""legendary"", ""hidden"": [""legendary""]}]"
